Region,newdate,Deaths,Recoveries,Active,DeathRateCases
Bhutan,2020-2-26,0,0,0,
Bhutan,2020-2-27,0,0,0,
Bhutan,2020-2-28,0,0,0,
Bhutan,2020-2-29,0,0,0,
Bhutan,2020-3-1,0,0,0,
Bhutan,2020-3-2,0,0,0,
Bhutan,2020-3-3,0,0,0,
Bhutan,2020-3-4,0,0,0,
Bhutan,2020-3-5,0,0,0,
Bhutan,2020-3-6,0,0,1,0
Bhutan,2020-3-7,0,0,1,0
Bhutan,2020-3-8,0,0,1,0
Bhutan,2020-3-9,0,0,1,0
Bhutan,2020-3-10,0,0,1,0
Bhutan,2020-3-11,0,0,1,0
Bhutan,2020-3-12,0,0,1,0
Bolivia,2020-1-22,0,0,0,
Bolivia,2020-1-23,0,0,0,
Bolivia,2020-1-24,0,0,0,
Bolivia,2020-1-25,0,0,0,
Bolivia,2020-1-26,0,0,0,
Bolivia,2020-1-27,0,0,0,
Bolivia,2020-1-28,0,0,0,
Bolivia,2020-1-29,0,0,0,
Bolivia,2020-1-30,0,0,0,
Bolivia,2020-1-31,0,0,0,
Bolivia,2020-2-1,0,0,0,
Bolivia,2020-2-2,0,0,0,
Bolivia,2020-2-3,0,0,0,
Bolivia,2020-2-4,0,0,0,
Bolivia,2020-2-5,0,0,0,
Bolivia,2020-2-6,0,0,0,
Bolivia,2020-2-7,0,0,0,
Bolivia,2020-2-8,0,0,0,
Bolivia,2020-2-9,0,0,0,
Bolivia,2020-2-10,0,0,0,
Bolivia,2020-2-11,0,0,0,
Bolivia,2020-2-12,0,0,0,
Bolivia,2020-2-13,0,0,0,
Bolivia,2020-2-14,0,0,0,
Bolivia,2020-2-15,0,0,0,
Bolivia,2020-2-16,0,0,0,
Bolivia,2020-2-17,0,0,0,
Bolivia,2020-2-18,0,0,0,
Bolivia,2020-2-19,0,0,0,
Bolivia,2020-2-20,0,0,0,
Bolivia,2020-2-21,0,0,0,
Bolivia,2020-2-22,0,0,0,
Bolivia,2020-2-23,0,0,0,
Bolivia,2020-2-24,0,0,0,
Bolivia,2020-2-25,0,0,0,
Bolivia,2020-2-26,0,0,0,
Bolivia,2020-2-27,0,0,0,
Bolivia,2020-2-28,0,0,0,
Bolivia,2020-2-29,0,0,0,
Bolivia,2020-3-1,0,0,0,
Bolivia,2020-3-2,0,0,0,
Bolivia,2020-3-3,0,0,0,
Bolivia,2020-3-4,0,0,0,
Bolivia,2020-3-5,0,0,0,
Bolivia,2020-3-6,0,0,0,
Bolivia,2020-3-7,0,0,0,
Bolivia,2020-3-8,0,0,0,
Bolivia,2020-3-9,0,0,0,
Bolivia,2020-3-10,0,0,0,
Bolivia,2020-3-11,0,0,2,0
Bolivia,2020-3-12,0,0,2,0
Bosnia and Herzegovina,2020-1-22,0,0,0,
Bosnia and Herzegovina,2020-1-23,0,0,0,
Bosnia and Herzegovina,2020-1-24,0,0,0,
Bosnia and Herzegovina,2020-1-25,0,0,0,
Bosnia and Herzegovina,2020-1-26,0,0,0,
Bosnia and Herzegovina,2020-1-27,0,0,0,
Bosnia and Herzegovina,2020-1-28,0,0,0,
Bosnia and Herzegovina,2020-1-29,0,0,0,
Bosnia and Herzegovina,2020-1-30,0,0,0,
Bosnia and Herzegovina,2020-1-31,0,0,0,
Bosnia and Herzegovina,2020-2-1,0,0,0,
Bosnia and Herzegovina,2020-2-2,0,0,0,
Bosnia and Herzegovina,2020-2-3,0,0,0,
Bosnia and Herzegovina,2020-2-4,0,0,0,
Bosnia and Herzegovina,2020-2-5,0,0,0,
Bosnia and Herzegovina,2020-2-6,0,0,0,
Bosnia and Herzegovina,2020-2-7,0,0,0,
Bosnia and Herzegovina,2020-2-8,0,0,0,
Bosnia and Herzegovina,2020-2-9,0,0,0,
Bosnia and Herzegovina,2020-2-10,0,0,0,
Bosnia and Herzegovina,2020-2-11,0,0,0,
Bosnia and Herzegovina,2020-2-12,0,0,0,
Bosnia and Herzegovina,2020-2-13,0,0,0,
Bosnia and Herzegovina,2020-2-14,0,0,0,
Bosnia and Herzegovina,2020-2-15,0,0,0,
Bosnia and Herzegovina,2020-2-16,0,0,0,
Bosnia and Herzegovina,2020-2-17,0,0,0,
Bosnia and Herzegovina,2020-2-18,0,0,0,
Bosnia and Herzegovina,2020-2-19,0,0,0,
Bosnia and Herzegovina,2020-2-20,0,0,0,
Bosnia and Herzegovina,2020-2-21,0,0,0,
Bosnia and Herzegovina,2020-2-22,0,0,0,
Bosnia and Herzegovina,2020-2-23,0,0,0,
Bosnia and Herzegovina,2020-2-24,0,0,0,
Bosnia and Herzegovina,2020-2-25,0,0,0,
Bosnia and Herzegovina,2020-2-26,0,0,0,
Bosnia and Herzegovina,2020-2-27,0,0,0,
Bosnia and Herzegovina,2020-2-28,0,0,0,
Bosnia and Herzegovina,2020-2-29,0,0,0,
Bosnia and Herzegovina,2020-3-1,0,0,0,
Bosnia and Herzegovina,2020-3-2,0,0,0,
Bosnia and Herzegovina,2020-3-3,0,0,0,
Bosnia and Herzegovina,2020-3-4,0,0,0,
Bosnia and Herzegovina,2020-3-5,0,0,2,0
Bosnia and Herzegovina,2020-3-6,0,0,2,0
Bosnia and Herzegovina,2020-3-7,0,0,3,0
Bosnia and Herzegovina,2020-3-8,0,0,3,0
Bosnia and Herzegovina,2020-3-9,0,0,3,0
Bosnia and Herzegovina,2020-3-10,0,0,5,0
Bosnia and Herzegovina,2020-3-11,0,0,7,0
Bosnia and Herzegovina,2020-3-12,0,0,11,0
Brazil,2020-1-22,0,0,0,
Brazil,2020-1-23,0,0,0,
Brazil,2020-1-24,0,0,0,
Brazil,2020-1-25,0,0,0,
Brazil,2020-1-26,0,0,0,
Brazil,2020-1-27,0,0,0,
Brazil,2020-1-28,0,0,0,
Brazil,2020-1-29,0,0,0,
Brazil,2020-1-30,0,0,0,
Brazil,2020-1-31,0,0,0,
Brazil,2020-2-1,0,0,0,
Brazil,2020-2-2,0,0,0,
Brazil,2020-2-3,0,0,0,
Brazil,2020-2-4,0,0,0,
Brazil,2020-2-5,0,0,0,
Brazil,2020-2-6,0,0,0,
Brazil,2020-2-7,0,0,0,
Brazil,2020-2-8,0,0,0,
Brazil,2020-2-9,0,0,0,
Brazil,2020-2-10,0,0,0,
Brazil,2020-2-11,0,0,0,
Brazil,2020-2-12,0,0,0,
Brazil,2020-2-13,0,0,0,
Brazil,2020-2-14,0,0,0,
Brazil,2020-2-15,0,0,0,
Brazil,2020-2-16,0,0,0,
Brazil,2020-2-17,0,0,0,
Brazil,2020-2-18,0,0,0,
Brazil,2020-2-19,0,0,0,
Brazil,2020-2-20,0,0,0,
Brazil,2020-2-21,0,0,0,
Brazil,2020-2-22,0,0,0,
Brazil,2020-2-23,0,0,0,
Brazil,2020-2-24,0,0,0,
Brazil,2020-2-25,0,0,0,
Brazil,2020-2-26,0,0,1,0
Brazil,2020-2-27,0,0,1,0
Brazil,2020-2-28,0,0,1,0
Brazil,2020-2-29,0,0,2,0
Brazil,2020-3-1,0,0,2,0
Brazil,2020-3-2,0,0,2,0
Brazil,2020-3-3,0,0,2,0
Brazil,2020-3-4,0,0,4,0
Brazil,2020-3-5,0,0,4,0
Brazil,2020-3-6,0,0,13,0
Brazil,2020-3-7,0,0,13,0
Brazil,2020-3-8,0,0,20,0
Brazil,2020-3-9,0,0,25,0
Brazil,2020-3-10,0,0,31,0
Brazil,2020-3-11,0,0,38,0
Brazil,2020-3-12,0,0,52,0
Brunei,2020-1-22,0,0,0,
Brunei,2020-1-23,0,0,0,
Brunei,2020-1-24,0,0,0,
Brunei,2020-1-25,0,0,0,
Brunei,2020-1-26,0,0,0,
Brunei,2020-1-27,0,0,0,
Brunei,2020-1-28,0,0,0,
Brunei,2020-1-29,0,0,0,
Brunei,2020-1-30,0,0,0,
Brunei,2020-1-31,0,0,0,
Brunei,2020-2-1,0,0,0,
Brunei,2020-2-2,0,0,0,
Brunei,2020-2-3,0,0,0,
Brunei,2020-2-4,0,0,0,
Brunei,2020-2-5,0,0,0,
Brunei,2020-2-6,0,0,0,
Brunei,2020-2-7,0,0,0,
Brunei,2020-2-8,0,0,0,
Brunei,2020-2-9,0,0,0,
Brunei,2020-2-10,0,0,0,
Brunei,2020-2-11,0,0,0,
Brunei,2020-2-12,0,0,0,
Brunei,2020-2-13,0,0,0,
Brunei,2020-2-14,0,0,0,
Brunei,2020-2-15,0,0,0,
Brunei,2020-2-16,0,0,0,
Brunei,2020-2-17,0,0,0,
Brunei,2020-2-18,0,0,0,
Brunei,2020-2-19,0,0,0,
Brunei,2020-2-20,0,0,0,
Brunei,2020-2-21,0,0,0,
Brunei,2020-2-22,0,0,0,
Brunei,2020-2-23,0,0,0,
Brunei,2020-2-24,0,0,0,
Brunei,2020-2-25,0,0,0,
Brunei,2020-2-26,0,0,0,
Brunei,2020-2-27,0,0,0,
Brunei,2020-2-28,0,0,0,
Brunei,2020-2-29,0,0,0,
Brunei,2020-3-1,0,0,0,
Brunei,2020-3-2,0,0,0,
Brunei,2020-3-3,0,0,0,
Brunei,2020-3-4,0,0,0,
Brunei,2020-3-5,0,0,0,
Brunei,2020-3-6,0,0,0,
Brunei,2020-3-7,0,0,0,
Brunei,2020-3-8,0,0,0,
Brunei,2020-3-9,0,0,1,0
Brunei,2020-3-10,0,0,1,0
Brunei,2020-3-11,0,0,11,0
Brunei,2020-3-12,0,0,11,0
Bulgaria,2020-1-22,0,0,0,
Bulgaria,2020-1-23,0,0,0,
Bulgaria,2020-1-24,0,0,0,
Bulgaria,2020-1-25,0,0,0,
Bulgaria,2020-1-26,0,0,0,
Bulgaria,2020-1-27,0,0,0,
Bulgaria,2020-1-28,0,0,0,
Bulgaria,2020-1-29,0,0,0,
Bulgaria,2020-1-30,0,0,0,
Bulgaria,2020-1-31,0,0,0,
Bulgaria,2020-2-1,0,0,0,
Bulgaria,2020-2-2,0,0,0,
Bulgaria,2020-2-3,0,0,0,
Bulgaria,2020-2-4,0,0,0,
Bulgaria,2020-2-5,0,0,0,
Bulgaria,2020-2-6,0,0,0,
Bulgaria,2020-2-7,0,0,0,
Bulgaria,2020-2-8,0,0,0,
Bulgaria,2020-2-9,0,0,0,
Bulgaria,2020-2-10,0,0,0,
Bulgaria,2020-2-11,0,0,0,
Bulgaria,2020-2-12,0,0,0,
Bulgaria,2020-2-13,0,0,0,
Bulgaria,2020-2-14,0,0,0,
Bulgaria,2020-2-15,0,0,0,
Bulgaria,2020-2-16,0,0,0,
Bulgaria,2020-2-17,0,0,0,
Bulgaria,2020-2-18,0,0,0,
Bulgaria,2020-2-19,0,0,0,
Bulgaria,2020-2-20,0,0,0,
Bulgaria,2020-2-21,0,0,0,
Bulgaria,2020-2-22,0,0,0,
Bulgaria,2020-2-23,0,0,0,
Bulgaria,2020-2-24,0,0,0,
Bulgaria,2020-2-25,0,0,0,
Bulgaria,2020-2-26,0,0,0,
Bulgaria,2020-2-27,0,0,0,
Bulgaria,2020-2-28,0,0,0,
Bulgaria,2020-2-29,0,0,0,
Bulgaria,2020-3-1,0,0,0,
Bulgaria,2020-3-2,0,0,0,
Bulgaria,2020-3-3,0,0,0,
Bulgaria,2020-3-4,0,0,0,
Bulgaria,2020-3-5,0,0,0,
Bulgaria,2020-3-6,0,0,0,
Bulgaria,2020-3-7,0,0,0,
Bulgaria,2020-3-8,0,0,4,0
Bulgaria,2020-3-9,0,0,4,0
Bulgaria,2020-3-10,0,0,4,0
Bulgaria,2020-3-11,1,0,6,0.142857143
Bulgaria,2020-3-12,1,0,6,0.142857143
Burkina Faso,2020-1-22,0,0,0,
Burkina Faso,2020-1-23,0,0,0,
Burkina Faso,2020-1-24,0,0,0,
Burkina Faso,2020-1-25,0,0,0,
Burkina Faso,2020-1-26,0,0,0,
Burkina Faso,2020-1-27,0,0,0,
Burkina Faso,2020-1-28,0,0,0,
Burkina Faso,2020-1-29,0,0,0,
Burkina Faso,2020-1-30,0,0,0,
Burkina Faso,2020-1-31,0,0,0,
Burkina Faso,2020-2-1,0,0,0,
Burkina Faso,2020-2-2,0,0,0,
Burkina Faso,2020-2-3,0,0,0,
Burkina Faso,2020-2-4,0,0,0,
Burkina Faso,2020-2-5,0,0,0,
Burkina Faso,2020-2-6,0,0,0,
Burkina Faso,2020-2-7,0,0,0,
Burkina Faso,2020-2-8,0,0,0,
Burkina Faso,2020-2-9,0,0,0,
Burkina Faso,2020-2-10,0,0,0,
Burkina Faso,2020-2-11,0,0,0,
Burkina Faso,2020-2-12,0,0,0,
Burkina Faso,2020-2-13,0,0,0,
Burkina Faso,2020-2-14,0,0,0,
Burkina Faso,2020-2-15,0,0,0,
Burkina Faso,2020-2-16,0,0,0,
Burkina Faso,2020-2-17,0,0,0,
Burkina Faso,2020-2-18,0,0,0,
Burkina Faso,2020-2-19,0,0,0,
Burkina Faso,2020-2-20,0,0,0,
Burkina Faso,2020-2-21,0,0,0,
Burkina Faso,2020-2-22,0,0,0,
Burkina Faso,2020-2-23,0,0,0,
Burkina Faso,2020-2-24,0,0,0,
Burkina Faso,2020-2-25,0,0,0,
Burkina Faso,2020-2-26,0,0,0,
Burkina Faso,2020-2-27,0,0,0,
Burkina Faso,2020-2-28,0,0,0,
Burkina Faso,2020-2-29,0,0,0,
Burkina Faso,2020-3-1,0,0,0,
Burkina Faso,2020-3-2,0,0,0,
Burkina Faso,2020-3-3,0,0,0,
Burkina Faso,2020-3-4,0,0,0,
Burkina Faso,2020-3-5,0,0,0,
Burkina Faso,2020-3-6,0,0,0,
Burkina Faso,2020-3-7,0,0,0,
Burkina Faso,2020-3-8,0,0,0,
Burkina Faso,2020-3-9,0,0,0,
Burkina Faso,2020-3-10,0,0,1,0
Burkina Faso,2020-3-11,0,0,2,0
Burkina Faso,2020-3-12,0,0,2,0
Cambodia,2020-1-22,0,0,0,
Cambodia,2020-1-23,0,0,0,
Cambodia,2020-1-24,0,0,0,
Cambodia,2020-1-25,0,0,0,
Cambodia,2020-1-26,0,0,0,
Cambodia,2020-1-27,0,0,1,0
Cambodia,2020-1-28,0,0,1,0
Cambodia,2020-1-29,0,0,1,0
Cambodia,2020-1-30,0,0,1,0
Cambodia,2020-1-31,0,0,1,0
Cambodia,2020-2-1,0,0,1,0
Cambodia,2020-2-2,0,0,1,0
Cambodia,2020-2-3,0,0,1,0
Cambodia,2020-2-4,0,0,1,0
Cambodia,2020-2-5,0,0,1,0
Cambodia,2020-2-6,0,0,1,0
Cambodia,2020-2-7,0,0,1,0
Cambodia,2020-2-8,0,0,1,0
Cambodia,2020-2-9,0,0,1,0
Cambodia,2020-2-10,0,0,1,0
Cambodia,2020-2-11,0,0,1,0
Cambodia,2020-2-12,0,1,0,0
Cambodia,2020-2-13,0,1,0,0
Cambodia,2020-2-14,0,1,0,0
Cambodia,2020-2-15,0,1,0,0
Cambodia,2020-2-16,0,1,0,0
Cambodia,2020-2-17,0,1,0,0
Cambodia,2020-2-18,0,1,0,0
Cambodia,2020-2-19,0,1,0,0
Cambodia,2020-2-20,0,1,0,0
Cambodia,2020-2-21,0,1,0,0
Cambodia,2020-2-22,0,1,0,0
Cambodia,2020-2-23,0,1,0,0
Cambodia,2020-2-24,0,1,0,0
Cambodia,2020-2-25,0,1,0,0
Cambodia,2020-2-26,0,1,0,0
Cambodia,2020-2-27,0,1,0,0
Cambodia,2020-2-28,0,1,0,0
Cambodia,2020-2-29,0,1,0,0
Cambodia,2020-3-1,0,1,0,0
Cambodia,2020-3-2,0,1,0,0
Cambodia,2020-3-3,0,1,0,0
Cambodia,2020-3-4,0,1,0,0
Cambodia,2020-3-5,0,1,0,0
Cambodia,2020-3-6,0,1,0,0
Cambodia,2020-3-7,0,1,0,0
Cambodia,2020-3-8,0,1,1,0
Cambodia,2020-3-9,0,1,1,0
Cambodia,2020-3-10,0,1,1,0
Cambodia,2020-3-11,0,1,2,0
Cambodia,2020-3-12,0,1,2,0
Cameroon,2020-1-22,0,0,0,
Cameroon,2020-1-23,0,0,0,
Cameroon,2020-1-24,0,0,0,
Cameroon,2020-1-25,0,0,0,
Cameroon,2020-1-26,0,0,0,
Cameroon,2020-1-27,0,0,0,
Cameroon,2020-1-28,0,0,0,
Cameroon,2020-1-29,0,0,0,
Cameroon,2020-1-30,0,0,0,
Cameroon,2020-1-31,0,0,0,
Cameroon,2020-2-1,0,0,0,
Cameroon,2020-2-2,0,0,0,
Cameroon,2020-2-3,0,0,0,
Cameroon,2020-2-4,0,0,0,
Cameroon,2020-2-5,0,0,0,
Cameroon,2020-2-6,0,0,0,
Cameroon,2020-2-7,0,0,0,
Cameroon,2020-2-8,0,0,0,
Cameroon,2020-2-9,0,0,0,
Cameroon,2020-2-10,0,0,0,
Cameroon,2020-2-11,0,0,0,
Cameroon,2020-2-12,0,0,0,
Cameroon,2020-2-13,0,0,0,
Cameroon,2020-2-14,0,0,0,
Cameroon,2020-2-15,0,0,0,
Cameroon,2020-2-16,0,0,0,
Cameroon,2020-2-17,0,0,0,
Cameroon,2020-2-18,0,0,0,
Cameroon,2020-2-19,0,0,0,
Cameroon,2020-2-20,0,0,0,
Cameroon,2020-2-21,0,0,0,
Cameroon,2020-2-22,0,0,0,
Cameroon,2020-2-23,0,0,0,
Cameroon,2020-2-24,0,0,0,
Cameroon,2020-2-25,0,0,0,
Cameroon,2020-2-26,0,0,0,
Cameroon,2020-2-27,0,0,0,
Cameroon,2020-2-28,0,0,0,
Cameroon,2020-2-29,0,0,0,
Cameroon,2020-3-1,0,0,0,
Cameroon,2020-3-2,0,0,0,
Cameroon,2020-3-3,0,0,0,
Cameroon,2020-3-4,0,0,0,
Cameroon,2020-3-5,0,0,0,
Cameroon,2020-3-6,0,0,1,0
Cameroon,2020-3-7,0,0,1,0
Cameroon,2020-3-8,0,0,2,0
Cameroon,2020-3-9,0,0,2,0
Cameroon,2020-3-10,0,0,2,0
Cameroon,2020-3-11,0,0,2,0
Cameroon,2020-3-12,0,0,2,0
Canada,2020-1-22,0,0,0,
Canada,2020-1-23,0,0,0,
Canada,2020-1-24,0,0,0,
Canada,2020-1-25,0,0,0,
Canada,2020-1-26,0,0,1,0
Canada,2020-1-27,0,0,1,0
Canada,2020-1-28,0,0,2,0
Canada,2020-1-29,0,0,2,0
Canada,2020-1-30,0,0,2,0
Canada,2020-1-31,0,0,4,0
Canada,2020-2-1,0,0,4,0
Canada,2020-2-2,0,0,4,0
Canada,2020-2-3,0,0,4,0
Canada,2020-2-4,0,0,4,0
Canada,2020-2-5,0,0,5,0
Canada,2020-2-6,0,0,5,0
Canada,2020-2-7,0,0,7,0
Canada,2020-2-8,0,0,7,0
Canada,2020-2-9,0,0,7,0
Canada,2020-2-10,0,0,7,0
Canada,2020-2-11,0,0,7,0
Canada,2020-2-12,0,1,6,0
Canada,2020-2-13,0,1,6,0
Canada,2020-2-14,0,1,6,0
Canada,2020-2-15,0,1,6,0
Canada,2020-2-16,0,1,6,0
Canada,2020-2-17,0,1,7,0
Canada,2020-2-18,0,1,7,0
Canada,2020-2-19,0,1,7,0
Canada,2020-2-20,0,1,7,0
Canada,2020-2-21,0,3,6,0
Canada,2020-2-22,0,3,6,0
Canada,2020-2-23,0,3,6,0
Canada,2020-2-24,0,3,7,0
Canada,2020-2-25,0,3,8,0
Canada,2020-2-26,0,3,8,0
Canada,2020-2-27,0,6,7,0
Canada,2020-2-28,0,6,8,0
Canada,2020-2-29,0,6,14,0
Canada,2020-3-1,0,6,18,0
Canada,2020-3-2,0,6,21,0
Canada,2020-3-3,0,6,24,0
Canada,2020-3-4,0,6,27,0
Canada,2020-3-5,0,6,31,0
Canada,2020-3-6,0,6,43,0
Canada,2020-3-7,0,8,46,0
Canada,2020-3-8,0,8,56,0
Canada,2020-3-9,1,8,68,0.012987013
Canada,2020-3-10,1,8,70,0.012658228
Canada,2020-3-11,1,8,99,0.009259259
Canada,2020-3-12,1,8,108,0.008547009
Chile,2020-1-22,0,0,0,
Chile,2020-1-23,0,0,0,
Chile,2020-1-24,0,0,0,
Chile,2020-1-25,0,0,0,
Chile,2020-1-26,0,0,0,
Chile,2020-1-27,0,0,0,
Chile,2020-1-28,0,0,0,
Chile,2020-1-29,0,0,0,
Chile,2020-1-30,0,0,0,
Chile,2020-1-31,0,0,0,
Chile,2020-2-1,0,0,0,
Chile,2020-2-2,0,0,0,
Chile,2020-2-3,0,0,0,
Chile,2020-2-4,0,0,0,
Chile,2020-2-5,0,0,0,
Chile,2020-2-6,0,0,0,
Chile,2020-2-7,0,0,0,
Chile,2020-2-8,0,0,0,
Chile,2020-2-9,0,0,0,
Chile,2020-2-10,0,0,0,
Chile,2020-2-11,0,0,0,
Chile,2020-2-12,0,0,0,
Chile,2020-2-13,0,0,0,
Chile,2020-2-14,0,0,0,
Chile,2020-2-15,0,0,0,
Chile,2020-2-16,0,0,0,
Chile,2020-2-17,0,0,0,
Chile,2020-2-18,0,0,0,
Chile,2020-2-19,0,0,0,
Chile,2020-2-20,0,0,0,
Chile,2020-2-21,0,0,0,
Chile,2020-2-22,0,0,0,
Chile,2020-2-23,0,0,0,
Chile,2020-2-24,0,0,0,
Chile,2020-2-25,0,0,0,
Chile,2020-2-26,0,0,0,
Chile,2020-2-27,0,0,0,
Chile,2020-2-28,0,0,0,
Chile,2020-2-29,0,0,0,
Chile,2020-3-1,0,0,0,
Chile,2020-3-2,0,0,0,
Chile,2020-3-3,0,0,1,0
Chile,2020-3-4,0,0,1,0
Chile,2020-3-5,0,0,4,0
Chile,2020-3-6,0,0,4,0
Chile,2020-3-7,0,0,4,0
Chile,2020-3-8,0,0,8,0
Chile,2020-3-9,0,0,8,0
Chile,2020-3-10,0,0,13,0
Chile,2020-3-11,0,0,23,0
Chile,2020-3-12,0,0,23,0
China,2020-1-22,17,28,502,0.031078611
China,2020-1-23,18,30,591,0.028169014
China,2020-1-24,26,36,854,0.028384279
China,2020-1-25,42,39,1318,0.030021444
China,2020-1-26,56,49,1957,0.027158099
China,2020-1-27,82,58,2723,0.028641285
China,2020-1-28,131,101,5262,0.023844194
China,2020-1-29,133,120,5817,0.021911038
China,2020-1-30,171,135,7817,0.021051336
China,2020-1-31,213,214,9355,0.021774688
China,2020-2-1,259,275,11336,0.021819714
China,2020-2-2,361,463,15782,0.02173913
China,2020-2-3,425,614,18653,0.021582368
China,2020-2-4,490,843,22346,0.020693441
China,2020-2-5,562,1115,25731,0.020504962
China,2020-2-6,632,1476,28444,0.020686043
China,2020-2-7,717,1998,31359,0.021042437
China,2020-2-8,804,2595,33378,0.02186149
China,2020-2-9,904,3218,35667,0.022719847
China,2020-2-10,1011,3917,37377,0.023897884
China,2020-2-11,1111,4635,38580,0.025064296
China,2020-2-12,1116,5078,38504,0.02496756
China,2020-2-13,1368,6212,52251,0.022864401
China,2020-2-14,1520,7972,56799,0.022929206
China,2020-2-15,1662,9293,57391,0.024317444
China,2020-2-16,1765,10747,57933,0.025055007
China,2020-2-17,1863,12454,58046,0.025745201
China,2020-2-18,2002,14198,57938,0.027003696
China,2020-2-19,2114,15951,56480,0.02835871
China,2020-2-20,2236,18001,54761,0.029814128
China,2020-2-21,2236,18692,54543,0.029627274
China,2020-2-22,2441,22686,51794,0.031733857
China,2020-2-23,2443,23169,51325,0.031753253
China,2020-2-24,2593,24989,49569,0.033609415
China,2020-2-25,2663,27649,47347,0.034290939
China,2020-2-26,2715,30052,45297,0.034779156
China,2020-2-27,2744,32897,42856,0.03495675
China,2020-2-28,2788,36290,39745,0.035370387
China,2020-2-29,2835,39278,37137,0.035772871
China,2020-3-1,2870,42117,34838,0.035953649
China,2020-3-2,2912,44809,32304,0.036388629
China,2020-3-3,2945,47403,29802,0.036743606
China,2020-3-4,2981,49954,27335,0.037137162
China,2020-3-5,3013,52239,25169,0.037465339
China,2020-3-6,3042,53887,23643,0.037755051
China,2020-3-7,3070,55477,22104,0.038065244
China,2020-3-8,3097,57319,20282,0.038377655
China,2020-3-9,3120,58734,18880,0.038645428
China,2020-3-10,3136,60105,17515,0.038833028
China,2020-3-11,3158,61568,16058,0.039091899
China,2020-3-12,3169,62823,14800,0.039224181
Colombia,2020-1-22,0,0,0,
Colombia,2020-1-23,0,0,0,
Colombia,2020-1-24,0,0,0,
Colombia,2020-1-25,0,0,0,
Colombia,2020-1-26,0,0,0,
Colombia,2020-1-27,0,0,0,
Colombia,2020-1-28,0,0,0,
Colombia,2020-1-29,0,0,0,
Colombia,2020-1-30,0,0,0,
Colombia,2020-1-31,0,0,0,
Colombia,2020-2-1,0,0,0,
Colombia,2020-2-2,0,0,0,
Colombia,2020-2-3,0,0,0,
Colombia,2020-2-4,0,0,0,
Colombia,2020-2-5,0,0,0,
Colombia,2020-2-6,0,0,0,
Colombia,2020-2-7,0,0,0,
Colombia,2020-2-8,0,0,0,
Colombia,2020-2-9,0,0,0,
Colombia,2020-2-10,0,0,0,
Colombia,2020-2-11,0,0,0,
Colombia,2020-2-12,0,0,0,
Colombia,2020-2-13,0,0,0,
Colombia,2020-2-14,0,0,0,
Colombia,2020-2-15,0,0,0,
Colombia,2020-2-16,0,0,0,
Colombia,2020-2-17,0,0,0,
Colombia,2020-2-18,0,0,0,
Colombia,2020-2-19,0,0,0,
Colombia,2020-2-20,0,0,0,
Colombia,2020-2-21,0,0,0,
Colombia,2020-2-22,0,0,0,
Colombia,2020-2-23,0,0,0,
Colombia,2020-2-24,0,0,0,
Colombia,2020-2-25,0,0,0,
Colombia,2020-2-26,0,0,0,
Colombia,2020-2-27,0,0,0,
Colombia,2020-2-28,0,0,0,
Colombia,2020-2-29,0,0,0,
Colombia,2020-3-1,0,0,0,
Colombia,2020-3-2,0,0,0,
Colombia,2020-3-3,0,0,0,
Colombia,2020-3-4,0,0,0,
Colombia,2020-3-5,0,0,0,
Colombia,2020-3-6,0,0,1,0
Colombia,2020-3-7,0,0,1,0
Colombia,2020-3-8,0,0,1,0
Colombia,2020-3-9,0,0,1,0
Colombia,2020-3-10,0,0,3,0
Colombia,2020-3-11,0,0,9,0
Colombia,2020-3-12,0,0,9,0
Congo (Kinshasa),2020-1-22,0,0,0,
Congo (Kinshasa),2020-1-23,0,0,0,
Congo (Kinshasa),2020-1-24,0,0,0,
Congo (Kinshasa),2020-1-25,0,0,0,
Congo (Kinshasa),2020-1-26,0,0,0,
Congo (Kinshasa),2020-1-27,0,0,0,
Congo (Kinshasa),2020-1-28,0,0,0,
Congo (Kinshasa),2020-1-29,0,0,0,
Congo (Kinshasa),2020-1-30,0,0,0,
Congo (Kinshasa),2020-1-31,0,0,0,
Congo (Kinshasa),2020-2-1,0,0,0,
Congo (Kinshasa),2020-2-2,0,0,0,
Congo (Kinshasa),2020-2-3,0,0,0,
Congo (Kinshasa),2020-2-4,0,0,0,
Congo (Kinshasa),2020-2-5,0,0,0,
Congo (Kinshasa),2020-2-6,0,0,0,
Congo (Kinshasa),2020-2-7,0,0,0,
Congo (Kinshasa),2020-2-8,0,0,0,
Congo (Kinshasa),2020-2-9,0,0,0,
Congo (Kinshasa),2020-2-10,0,0,0,
Congo (Kinshasa),2020-2-11,0,0,0,
Congo (Kinshasa),2020-2-12,0,0,0,
Congo (Kinshasa),2020-2-13,0,0,0,
Congo (Kinshasa),2020-2-14,0,0,0,
Congo (Kinshasa),2020-2-15,0,0,0,
Congo (Kinshasa),2020-2-16,0,0,0,
Congo (Kinshasa),2020-2-17,0,0,0,
Congo (Kinshasa),2020-2-18,0,0,0,
Congo (Kinshasa),2020-2-19,0,0,0,
Congo (Kinshasa),2020-2-20,0,0,0,
Congo (Kinshasa),2020-2-21,0,0,0,
Congo (Kinshasa),2020-2-22,0,0,0,
Congo (Kinshasa),2020-2-23,0,0,0,
Congo (Kinshasa),2020-2-24,0,0,0,
Congo (Kinshasa),2020-2-25,0,0,0,
Congo (Kinshasa),2020-2-26,0,0,0,
