Region,date,Transmissions,Deaths,Recoveries,Active,DeathRateCases
Belgium,2/17/2020,1,0,1,0,0
Belgium,2/18/2020,1,0,1,0,0
Belgium,2/19/2020,1,0,1,0,0
Belgium,2/20/2020,1,0,1,0,0
Belgium,2/21/2020,1,0,1,0,0
Belgium,2/22/2020,1,0,1,0,0
Belgium,2/23/2020,1,0,1,0,0
Belgium,2/24/2020,1,0,1,0,0
Belgium,2/25/2020,1,0,1,0,0
Belgium,2/26/2020,1,0,1,0,0
Belgium,2/27/2020,1,0,1,0,0
Belgium,2/28/2020,1,0,1,0,0
Belgium,2/29/2020,1,0,1,0,0
Belgium,3/1/2020,2,0,1,1,0
Belgium,3/2/2020,8,0,1,7,0
Belgium,3/3/2020,13,0,1,12,0
Belgium,3/4/2020,23,0,1,22,0
Belgium,3/5/2020,50,0,1,49,0
Belgium,3/6/2020,109,0,1,108,0
Belgium,3/7/2020,169,0,1,168,0
Belgium,3/8/2020,200,0,1,199,0
Belgium,3/9/2020,239,0,1,238,0
Belgium,3/10/2020,267,0,1,266,0
Belgium,3/11/2020,314,3,1,310,0.00955414
Belgium,3/12/2020,399,3,1,395,0.007518797
Bhutan,1/22/2020,0,0,0,0,
Bhutan,1/23/2020,0,0,0,0,
Bhutan,1/24/2020,0,0,0,0,
Bhutan,1/25/2020,0,0,0,0,
Bhutan,1/26/2020,0,0,0,0,
Bhutan,1/27/2020,0,0,0,0,
Bhutan,1/28/2020,0,0,0,0,
Bhutan,1/29/2020,0,0,0,0,
Bhutan,1/30/2020,0,0,0,0,
Bhutan,1/31/2020,0,0,0,0,
Bhutan,2/1/2020,0,0,0,0,
Bhutan,2/2/2020,0,0,0,0,
Bhutan,2/3/2020,0,0,0,0,
Bhutan,2/4/2020,0,0,0,0,
Bhutan,2/5/2020,0,0,0,0,
Bhutan,2/6/2020,0,0,0,0,
Bhutan,2/7/2020,0,0,0,0,
Bhutan,2/8/2020,0,0,0,0,
Bhutan,2/9/2020,0,0,0,0,
Bhutan,2/10/2020,0,0,0,0,
Bhutan,2/11/2020,0,0,0,0,
Bhutan,2/12/2020,0,0,0,0,
Bhutan,2/13/2020,0,0,0,0,
Bhutan,2/14/2020,0,0,0,0,
Bhutan,2/15/2020,0,0,0,0,
Bhutan,2/16/2020,0,0,0,0,
Bhutan,2/17/2020,0,0,0,0,
Bhutan,2/18/2020,0,0,0,0,
Bhutan,2/19/2020,0,0,0,0,
Bhutan,2/20/2020,0,0,0,0,
Bhutan,2/21/2020,0,0,0,0,
Bhutan,2/22/2020,0,0,0,0,
Bhutan,2/23/2020,0,0,0,0,
Bhutan,2/24/2020,0,0,0,0,
Bhutan,2/25/2020,0,0,0,0,
Bhutan,2/26/2020,0,0,0,0,
Bhutan,2/27/2020,0,0,0,0,
Bhutan,2/28/2020,0,0,0,0,
Bhutan,2/29/2020,0,0,0,0,
Bhutan,3/1/2020,0,0,0,0,
Bhutan,3/2/2020,0,0,0,0,
Bhutan,3/3/2020,0,0,0,0,
Bhutan,3/4/2020,0,0,0,0,
Bhutan,3/5/2020,0,0,0,0,
Bhutan,3/6/2020,1,0,0,1,0
Bhutan,3/7/2020,1,0,0,1,0
Bhutan,3/8/2020,1,0,0,1,0
Bhutan,3/9/2020,1,0,0,1,0
Bhutan,3/10/2020,1,0,0,1,0
Bhutan,3/11/2020,1,0,0,1,0
Bhutan,3/12/2020,1,0,0,1,0
Bolivia,1/22/2020,0,0,0,0,
Bolivia,1/23/2020,0,0,0,0,
Bolivia,1/24/2020,0,0,0,0,
Bolivia,1/25/2020,0,0,0,0,
Bolivia,1/26/2020,0,0,0,0,
Bolivia,1/27/2020,0,0,0,0,
Bolivia,1/28/2020,0,0,0,0,
Bolivia,1/29/2020,0,0,0,0,
Bolivia,1/30/2020,0,0,0,0,
Bolivia,1/31/2020,0,0,0,0,
Bolivia,2/1/2020,0,0,0,0,
Bolivia,2/2/2020,0,0,0,0,
Bolivia,2/3/2020,0,0,0,0,
Bolivia,2/4/2020,0,0,0,0,
Bolivia,2/5/2020,0,0,0,0,
Bolivia,2/6/2020,0,0,0,0,
Bolivia,2/7/2020,0,0,0,0,
Bolivia,2/8/2020,0,0,0,0,
Bolivia,2/9/2020,0,0,0,0,
Bolivia,2/10/2020,0,0,0,0,
Bolivia,2/11/2020,0,0,0,0,
Bolivia,2/12/2020,0,0,0,0,
Bolivia,2/13/2020,0,0,0,0,
Bolivia,2/14/2020,0,0,0,0,
Bolivia,2/15/2020,0,0,0,0,
Bolivia,2/16/2020,0,0,0,0,
Bolivia,2/17/2020,0,0,0,0,
Bolivia,2/18/2020,0,0,0,0,
Bolivia,2/19/2020,0,0,0,0,
Bolivia,2/20/2020,0,0,0,0,
Bolivia,2/21/2020,0,0,0,0,
Bolivia,2/22/2020,0,0,0,0,
Bolivia,2/23/2020,0,0,0,0,
Bolivia,2/24/2020,0,0,0,0,
Bolivia,2/25/2020,0,0,0,0,
Bolivia,2/26/2020,0,0,0,0,
Bolivia,2/27/2020,0,0,0,0,
Bolivia,2/28/2020,0,0,0,0,
Bolivia,2/29/2020,0,0,0,0,
Bolivia,3/1/2020,0,0,0,0,
Bolivia,3/2/2020,0,0,0,0,
Bolivia,3/3/2020,0,0,0,0,
Bolivia,3/4/2020,0,0,0,0,
Bolivia,3/5/2020,0,0,0,0,
Bolivia,3/6/2020,0,0,0,0,
Bolivia,3/7/2020,0,0,0,0,
Bolivia,3/8/2020,0,0,0,0,
Bolivia,3/9/2020,0,0,0,0,
Bolivia,3/10/2020,0,0,0,0,
Bolivia,3/11/2020,2,0,0,2,0
Bolivia,3/12/2020,2,0,0,2,0
Bosnia and Herzegovina,1/22/2020,0,0,0,0,
Bosnia and Herzegovina,1/23/2020,0,0,0,0,
Bosnia and Herzegovina,1/24/2020,0,0,0,0,
Bosnia and Herzegovina,1/25/2020,0,0,0,0,
Bosnia and Herzegovina,1/26/2020,0,0,0,0,
Bosnia and Herzegovina,1/27/2020,0,0,0,0,
Bosnia and Herzegovina,1/28/2020,0,0,0,0,
Bosnia and Herzegovina,1/29/2020,0,0,0,0,
Bosnia and Herzegovina,1/30/2020,0,0,0,0,
Bosnia and Herzegovina,1/31/2020,0,0,0,0,
Bosnia and Herzegovina,2/1/2020,0,0,0,0,
Bosnia and Herzegovina,2/2/2020,0,0,0,0,
Bosnia and Herzegovina,2/3/2020,0,0,0,0,
Bosnia and Herzegovina,2/4/2020,0,0,0,0,
Bosnia and Herzegovina,2/5/2020,0,0,0,0,
Bosnia and Herzegovina,2/6/2020,0,0,0,0,
Bosnia and Herzegovina,2/7/2020,0,0,0,0,
Bosnia and Herzegovina,2/8/2020,0,0,0,0,
Bosnia and Herzegovina,2/9/2020,0,0,0,0,
Bosnia and Herzegovina,2/10/2020,0,0,0,0,
Bosnia and Herzegovina,2/11/2020,0,0,0,0,
Bosnia and Herzegovina,2/12/2020,0,0,0,0,
Bosnia and Herzegovina,2/13/2020,0,0,0,0,
Bosnia and Herzegovina,2/14/2020,0,0,0,0,
Bosnia and Herzegovina,2/15/2020,0,0,0,0,
Bosnia and Herzegovina,2/16/2020,0,0,0,0,
Bosnia and Herzegovina,2/17/2020,0,0,0,0,
Bosnia and Herzegovina,2/18/2020,0,0,0,0,
Bosnia and Herzegovina,2/19/2020,0,0,0,0,
Bosnia and Herzegovina,2/20/2020,0,0,0,0,
Bosnia and Herzegovina,2/21/2020,0,0,0,0,
Bosnia and Herzegovina,2/22/2020,0,0,0,0,
Bosnia and Herzegovina,2/23/2020,0,0,0,0,
Bosnia and Herzegovina,2/24/2020,0,0,0,0,
Bosnia and Herzegovina,2/25/2020,0,0,0,0,
Bosnia and Herzegovina,2/26/2020,0,0,0,0,
Bosnia and Herzegovina,2/27/2020,0,0,0,0,
Bosnia and Herzegovina,2/28/2020,0,0,0,0,
Bosnia and Herzegovina,2/29/2020,0,0,0,0,
Bosnia and Herzegovina,3/1/2020,0,0,0,0,
Bosnia and Herzegovina,3/2/2020,0,0,0,0,
Bosnia and Herzegovina,3/3/2020,0,0,0,0,
Bosnia and Herzegovina,3/4/2020,0,0,0,0,
Bosnia and Herzegovina,3/5/2020,2,0,0,2,0
Bosnia and Herzegovina,3/6/2020,2,0,0,2,0
Bosnia and Herzegovina,3/7/2020,3,0,0,3,0
Bosnia and Herzegovina,3/8/2020,3,0,0,3,0
Bosnia and Herzegovina,3/9/2020,3,0,0,3,0
Bosnia and Herzegovina,3/10/2020,5,0,0,5,0
Bosnia and Herzegovina,3/11/2020,7,0,0,7,0
Bosnia and Herzegovina,3/12/2020,11,0,0,11,0
Brazil,1/22/2020,0,0,0,0,
Brazil,1/23/2020,0,0,0,0,
Brazil,1/24/2020,0,0,0,0,
Brazil,1/25/2020,0,0,0,0,
Brazil,1/26/2020,0,0,0,0,
Brazil,1/27/2020,0,0,0,0,
Brazil,1/28/2020,0,0,0,0,
Brazil,1/29/2020,0,0,0,0,
Brazil,1/30/2020,0,0,0,0,
Brazil,1/31/2020,0,0,0,0,
Brazil,2/1/2020,0,0,0,0,
Brazil,2/2/2020,0,0,0,0,
Brazil,2/3/2020,0,0,0,0,
Brazil,2/4/2020,0,0,0,0,
Brazil,2/5/2020,0,0,0,0,
Brazil,2/6/2020,0,0,0,0,
Brazil,2/7/2020,0,0,0,0,
Brazil,2/8/2020,0,0,0,0,
Brazil,2/9/2020,0,0,0,0,
Brazil,2/10/2020,0,0,0,0,
Brazil,2/11/2020,0,0,0,0,
Brazil,2/12/2020,0,0,0,0,
Brazil,2/13/2020,0,0,0,0,
Brazil,2/14/2020,0,0,0,0,
Brazil,2/15/2020,0,0,0,0,
Brazil,2/16/2020,0,0,0,0,
Brazil,2/17/2020,0,0,0,0,
Brazil,2/18/2020,0,0,0,0,
Brazil,2/19/2020,0,0,0,0,
Brazil,2/20/2020,0,0,0,0,
Brazil,2/21/2020,0,0,0,0,
Brazil,2/22/2020,0,0,0,0,
Brazil,2/23/2020,0,0,0,0,
Brazil,2/24/2020,0,0,0,0,
Brazil,2/25/2020,0,0,0,0,
Brazil,2/26/2020,1,0,0,1,0
Brazil,2/27/2020,1,0,0,1,0
Brazil,2/28/2020,1,0,0,1,0
Brazil,2/29/2020,2,0,0,2,0
Brazil,3/1/2020,2,0,0,2,0
Brazil,3/2/2020,2,0,0,2,0
Brazil,3/3/2020,2,0,0,2,0
Brazil,3/4/2020,4,0,0,4,0
Brazil,3/5/2020,4,0,0,4,0
Brazil,3/6/2020,13,0,0,13,0
Brazil,3/7/2020,13,0,0,13,0
Brazil,3/8/2020,20,0,0,20,0
Brazil,3/9/2020,25,0,0,25,0
Brazil,3/10/2020,31,0,0,31,0
Brazil,3/11/2020,38,0,0,38,0
Brazil,3/12/2020,52,0,0,52,0
Brunei,1/22/2020,0,0,0,0,
Brunei,1/23/2020,0,0,0,0,
Brunei,1/24/2020,0,0,0,0,
Brunei,1/25/2020,0,0,0,0,
Brunei,1/26/2020,0,0,0,0,
Brunei,1/27/2020,0,0,0,0,
Brunei,1/28/2020,0,0,0,0,
Brunei,1/29/2020,0,0,0,0,
Brunei,1/30/2020,0,0,0,0,
Brunei,1/31/2020,0,0,0,0,
Brunei,2/1/2020,0,0,0,0,
Brunei,2/2/2020,0,0,0,0,
Brunei,2/3/2020,0,0,0,0,
Brunei,2/4/2020,0,0,0,0,
Brunei,2/5/2020,0,0,0,0,
Brunei,2/6/2020,0,0,0,0,
Brunei,2/7/2020,0,0,0,0,
Brunei,2/8/2020,0,0,0,0,
Brunei,2/9/2020,0,0,0,0,
Brunei,2/10/2020,0,0,0,0,
Brunei,2/11/2020,0,0,0,0,
Brunei,2/12/2020,0,0,0,0,
Brunei,2/13/2020,0,0,0,0,
Brunei,2/14/2020,0,0,0,0,
Brunei,2/15/2020,0,0,0,0,
Brunei,2/16/2020,0,0,0,0,
Brunei,2/17/2020,0,0,0,0,
Brunei,2/18/2020,0,0,0,0,
Brunei,2/19/2020,0,0,0,0,
Brunei,2/20/2020,0,0,0,0,
Brunei,2/21/2020,0,0,0,0,
Brunei,2/22/2020,0,0,0,0,
Brunei,2/23/2020,0,0,0,0,
Brunei,2/24/2020,0,0,0,0,
Brunei,2/25/2020,0,0,0,0,
Brunei,2/26/2020,0,0,0,0,
Brunei,2/27/2020,0,0,0,0,
Brunei,2/28/2020,0,0,0,0,
Brunei,2/29/2020,0,0,0,0,
Brunei,3/1/2020,0,0,0,0,
Brunei,3/2/2020,0,0,0,0,
Brunei,3/3/2020,0,0,0,0,
Brunei,3/4/2020,0,0,0,0,
Brunei,3/5/2020,0,0,0,0,
Brunei,3/6/2020,0,0,0,0,
Brunei,3/7/2020,0,0,0,0,
Brunei,3/8/2020,0,0,0,0,
Brunei,3/9/2020,1,0,0,1,0
Brunei,3/10/2020,1,0,0,1,0
Brunei,3/11/2020,11,0,0,11,0
Brunei,3/12/2020,11,0,0,11,0
Bulgaria,1/22/2020,0,0,0,0,
Bulgaria,1/23/2020,0,0,0,0,
Bulgaria,1/24/2020,0,0,0,0,
Bulgaria,1/25/2020,0,0,0,0,
Bulgaria,1/26/2020,0,0,0,0,
Bulgaria,1/27/2020,0,0,0,0,
Bulgaria,1/28/2020,0,0,0,0,
Bulgaria,1/29/2020,0,0,0,0,
Bulgaria,1/30/2020,0,0,0,0,
Bulgaria,1/31/2020,0,0,0,0,
Bulgaria,2/1/2020,0,0,0,0,
Bulgaria,2/2/2020,0,0,0,0,
Bulgaria,2/3/2020,0,0,0,0,
Bulgaria,2/4/2020,0,0,0,0,
Bulgaria,2/5/2020,0,0,0,0,
Bulgaria,2/6/2020,0,0,0,0,
Bulgaria,2/7/2020,0,0,0,0,
Bulgaria,2/8/2020,0,0,0,0,
Bulgaria,2/9/2020,0,0,0,0,
Bulgaria,2/10/2020,0,0,0,0,
Bulgaria,2/11/2020,0,0,0,0,
Bulgaria,2/12/2020,0,0,0,0,
Bulgaria,2/13/2020,0,0,0,0,
Bulgaria,2/14/2020,0,0,0,0,
Bulgaria,2/15/2020,0,0,0,0,
Bulgaria,2/16/2020,0,0,0,0,
Bulgaria,2/17/2020,0,0,0,0,
Bulgaria,2/18/2020,0,0,0,0,
Bulgaria,2/19/2020,0,0,0,0,
Bulgaria,2/20/2020,0,0,0,0,
Bulgaria,2/21/2020,0,0,0,0,
Bulgaria,2/22/2020,0,0,0,0,
Bulgaria,2/23/2020,0,0,0,0,
Bulgaria,2/24/2020,0,0,0,0,
Bulgaria,2/25/2020,0,0,0,0,
Bulgaria,2/26/2020,0,0,0,0,
Bulgaria,2/27/2020,0,0,0,0,
Bulgaria,2/28/2020,0,0,0,0,
Bulgaria,2/29/2020,0,0,0,0,
Bulgaria,3/1/2020,0,0,0,0,
Bulgaria,3/2/2020,0,0,0,0,
Bulgaria,3/3/2020,0,0,0,0,
Bulgaria,3/4/2020,0,0,0,0,
Bulgaria,3/5/2020,0,0,0,0,
Bulgaria,3/6/2020,0,0,0,0,
Bulgaria,3/7/2020,0,0,0,0,
Bulgaria,3/8/2020,4,0,0,4,0
Bulgaria,3/9/2020,4,0,0,4,0
Bulgaria,3/10/2020,4,0,0,4,0
Bulgaria,3/11/2020,7,1,0,6,0.142857143
Bulgaria,3/12/2020,7,1,0,6,0.142857143
Burkina Faso,1/22/2020,0,0,0,0,
Burkina Faso,1/23/2020,0,0,0,0,
Burkina Faso,1/24/2020,0,0,0,0,
Burkina Faso,1/25/2020,0,0,0,0,
Burkina Faso,1/26/2020,0,0,0,0,
Burkina Faso,1/27/2020,0,0,0,0,
Burkina Faso,1/28/2020,0,0,0,0,
Burkina Faso,1/29/2020,0,0,0,0,
Burkina Faso,1/30/2020,0,0,0,0,
Burkina Faso,1/31/2020,0,0,0,0,
Burkina Faso,2/1/2020,0,0,0,0,
Burkina Faso,2/2/2020,0,0,0,0,
Burkina Faso,2/3/2020,0,0,0,0,
Burkina Faso,2/4/2020,0,0,0,0,
Burkina Faso,2/5/2020,0,0,0,0,
Burkina Faso,2/6/2020,0,0,0,0,
Burkina Faso,2/7/2020,0,0,0,0,
Burkina Faso,2/8/2020,0,0,0,0,
Burkina Faso,2/9/2020,0,0,0,0,
Burkina Faso,2/10/2020,0,0,0,0,
Burkina Faso,2/11/2020,0,0,0,0,
Burkina Faso,2/12/2020,0,0,0,0,
Burkina Faso,2/13/2020,0,0,0,0,
Burkina Faso,2/14/2020,0,0,0,0,
Burkina Faso,2/15/2020,0,0,0,0,
Burkina Faso,2/16/2020,0,0,0,0,
Burkina Faso,2/17/2020,0,0,0,0,
Burkina Faso,2/18/2020,0,0,0,0,
Burkina Faso,2/19/2020,0,0,0,0,
Burkina Faso,2/20/2020,0,0,0,0,
Burkina Faso,2/21/2020,0,0,0,0,
Burkina Faso,2/22/2020,0,0,0,0,
Burkina Faso,2/23/2020,0,0,0,0,
Burkina Faso,2/24/2020,0,0,0,0,
Burkina Faso,2/25/2020,0,0,0,0,
Burkina Faso,2/26/2020,0,0,0,0,
Burkina Faso,2/27/2020,0,0,0,0,
Burkina Faso,2/28/2020,0,0,0,0,
Burkina Faso,2/29/2020,0,0,0,0,
Burkina Faso,3/1/2020,0,0,0,0,
Burkina Faso,3/2/2020,0,0,0,0,
Burkina Faso,3/3/2020,0,0,0,0,
Burkina Faso,3/4/2020,0,0,0,0,
Burkina Faso,3/5/2020,0,0,0,0,
Burkina Faso,3/6/2020,0,0,0,0,
Burkina Faso,3/7/2020,0,0,0,0,
Burkina Faso,3/8/2020,0,0,0,0,
Burkina Faso,3/9/2020,0,0,0,0,
Burkina Faso,3/10/2020,1,0,0,1,0
Burkina Faso,3/11/2020,2,0,0,2,0
Burkina Faso,3/12/2020,2,0,0,2,0
Cambodia,1/22/2020,0,0,0,0,
Cambodia,1/23/2020,0,0,0,0,
Cambodia,1/24/2020,0,0,0,0,
Cambodia,1/25/2020,0,0,0,0,
Cambodia,1/26/2020,0,0,0,0,
Cambodia,1/27/2020,1,0,0,1,0
Cambodia,1/28/2020,1,0,0,1,0
Cambodia,1/29/2020,1,0,0,1,0
Cambodia,1/30/2020,1,0,0,1,0
Cambodia,1/31/2020,1,0,0,1,0
Cambodia,2/1/2020,1,0,0,1,0
Cambodia,2/2/2020,1,0,0,1,0
Cambodia,2/3/2020,1,0,0,1,0
Cambodia,2/4/2020,1,0,0,1,0
Cambodia,2/5/2020,1,0,0,1,0
Cambodia,2/6/2020,1,0,0,1,0
Cambodia,2/7/2020,1,0,0,1,0
Cambodia,2/8/2020,1,0,0,1,0
Cambodia,2/9/2020,1,0,0,1,0
Cambodia,2/10/2020,1,0,0,1,0
Cambodia,2/11/2020,1,0,0,1,0
Cambodia,2/12/2020,1,0,1,0,0
Cambodia,2/13/2020,1,0,1,0,0
Cambodia,2/14/2020,1,0,1,0,0
Cambodia,2/15/2020,1,0,1,0,0
Cambodia,2/16/2020,1,0,1,0,0
Cambodia,2/17/2020,1,0,1,0,0
Cambodia,2/18/2020,1,0,1,0,0
Cambodia,2/19/2020,1,0,1,0,0
Cambodia,2/20/2020,1,0,1,0,0
Cambodia,2/21/2020,1,0,1,0,0
Cambodia,2/22/2020,1,0,1,0,0
Cambodia,2/23/2020,1,0,1,0,0
Cambodia,2/24/2020,1,0,1,0,0
Cambodia,2/25/2020,1,0,1,0,0
Cambodia,2/26/2020,1,0,1,0,0
Cambodia,2/27/2020,1,0,1,0,0
Cambodia,2/28/2020,1,0,1,0,0
Cambodia,2/29/2020,1,0,1,0,0
Cambodia,3/1/2020,1,0,1,0,0
Cambodia,3/2/2020,1,0,1,0,0
Cambodia,3/3/2020,1,0,1,0,0
Cambodia,3/4/2020,1,0,1,0,0
Cambodia,3/5/2020,1,0,1,0,0
Cambodia,3/6/2020,1,0,1,0,0
Cambodia,3/7/2020,1,0,1,0,0
Cambodia,3/8/2020,2,0,1,1,0
Cambodia,3/9/2020,2,0,1,1,0
Cambodia,3/10/2020,2,0,1,1,0
Cambodia,3/11/2020,3,0,1,2,0
Cambodia,3/12/2020,3,0,1,2,0
Cameroon,1/22/2020,0,0,0,0,
Cameroon,1/23/2020,0,0,0,0,
Cameroon,1/24/2020,0,0,0,0,
Cameroon,1/25/2020,0,0,0,0,
Cameroon,1/26/2020,0,0,0,0,
Cameroon,1/27/2020,0,0,0,0,
Cameroon,1/28/2020,0,0,0,0,
Cameroon,1/29/2020,0,0,0,0,
Cameroon,1/30/2020,0,0,0,0,
Cameroon,1/31/2020,0,0,0,0,
Cameroon,2/1/2020,0,0,0,0,
Cameroon,2/2/2020,0,0,0,0,
Cameroon,2/3/2020,0,0,0,0,
Cameroon,2/4/2020,0,0,0,0,
Cameroon,2/5/2020,0,0,0,0,
Cameroon,2/6/2020,0,0,0,0,
Cameroon,2/7/2020,0,0,0,0,
Cameroon,2/8/2020,0,0,0,0,
Cameroon,2/9/2020,0,0,0,0,
Cameroon,2/10/2020,0,0,0,0,
Cameroon,2/11/2020,0,0,0,0,
Cameroon,2/12/2020,0,0,0,0,
Cameroon,2/13/2020,0,0,0,0,
Cameroon,2/14/2020,0,0,0,0,
Cameroon,2/15/2020,0,0,0,0,
Cameroon,2/16/2020,0,0,0,0,
Cameroon,2/17/2020,0,0,0,0,
Cameroon,2/18/2020,0,0,0,0,
Cameroon,2/19/2020,0,0,0,0,
Cameroon,2/20/2020,0,0,0,0,
Cameroon,2/21/2020,0,0,0,0,
Cameroon,2/22/2020,0,0,0,0,
Cameroon,2/23/2020,0,0,0,0,
Cameroon,2/24/2020,0,0,0,0,
Cameroon,2/25/2020,0,0,0,0,
Cameroon,2/26/2020,0,0,0,0,
Cameroon,2/27/2020,0,0,0,0,
Cameroon,2/28/2020,0,0,0,0,
Cameroon,2/29/2020,0,0,0,0,
Cameroon,3/1/2020,0,0,0,0,
Cameroon,3/2/2020,0,0,0,0,
Cameroon,3/3/2020,0,0,0,0,
Cameroon,3/4/2020,0,0,0,0,
Cameroon,3/5/2020,0,0,0,0,
Cameroon,3/6/2020,1,0,0,1,0
Cameroon,3/7/2020,1,0,0,1,0
Cameroon,3/8/2020,2,0,0,2,0
Cameroon,3/9/2020,2,0,0,2,0
Cameroon,3/10/2020,2,0,0,2,0
Cameroon,3/11/2020,2,0,0,2,0
Cameroon,3/12/2020,2,0,0,2,0
Canada,1/22/2020,0,0,0,0,
Canada,1/23/2020,0,0,0,0,
Canada,1/24/2020,0,0,0,0,
Canada,1/25/2020,0,0,0,0,
Canada,1/26/2020,1,0,0,1,0
Canada,1/27/2020,1,0,0,1,0
Canada,1/28/2020,2,0,0,2,0
Canada,1/29/2020,2,0,0,2,0
Canada,1/30/2020,2,0,0,2,0
Canada,1/31/2020,4,0,0,4,0
Canada,2/1/2020,4,0,0,4,0
Canada,2/2/2020,4,0,0,4,0
Canada,2/3/2020,4,0,0,4,0
Canada,2/4/2020,4,0,0,4,0
Canada,2/5/2020,5,0,0,5,0
Canada,2/6/2020,5,0,0,5,0
Canada,2/7/2020,7,0,0,7,0
Canada,2/8/2020,7,0,0,7,0
Canada,2/9/2020,7,0,0,7,0
Canada,2/10/2020,7,0,0,7,0
Canada,2/11/2020,7,0,0,7,0
Canada,2/12/2020,7,0,1,6,0
Canada,2/13/2020,7,0,1,6,0
Canada,2/14/2020,7,0,1,6,0
Canada,2/15/2020,7,0,1,6,0
Canada,2/16/2020,7,0,1,6,0
Canada,2/17/2020,8,0,1,7,0
Canada,2/18/2020,8,0,1,7,0
Canada,2/19/2020,8,0,1,7,0
Canada,2/20/2020,8,0,1,7,0
Canada,2/21/2020,9,0,3,6,0
Canada,2/22/2020,9,0,3,6,0
Canada,2/23/2020,9,0,3,6,0
Canada,2/24/2020,10,0,3,7,0
Canada,2/25/2020,11,0,3,8,0
Canada,2/26/2020,11,0,3,8,0
Canada,2/27/2020,13,0,6,7,0
Canada,2/28/2020,14,0,6,8,0
Canada,2/29/2020,20,0,6,14,0
Canada,3/1/2020,24,0,6,18,0
Canada,3/2/2020,27,0,6,21,0
Canada,3/3/2020,30,0,6,24,0
Canada,3/4/2020,33,0,6,27,0
Canada,3/5/2020,37,0,6,31,0
Canada,3/6/2020,49,0,6,43,0
Canada,3/7/2020,54,0,8,46,0
Canada,3/8/2020,64,0,8,56,0
Canada,3/9/2020,77,1,8,68,0.012987013
Canada,3/10/2020,79,1,8,70,0.012658228
Canada,3/11/2020,108,1,8,99,0.009259259
Canada,3/12/2020,117,1,8,108,0.008547009
Chile,1/22/2020,0,0,0,0,
Chile,1/23/2020,0,0,0,0,
Chile,1/24/2020,0,0,0,0,
Chile,1/25/2020,0,0,0,0,
Chile,1/26/2020,0,0,0,0,
Chile,1/27/2020,0,0,0,0,
Chile,1/28/2020,0,0,0,0,
Chile,1/29/2020,0,0,0,0,
Chile,1/30/2020,0,0,0,0,
Chile,1/31/2020,0,0,0,0,
Chile,2/1/2020,0,0,0,0,
Chile,2/2/2020,0,0,0,0,
Chile,2/3/2020,0,0,0,0,
Chile,2/4/2020,0,0,0,0,
Chile,2/5/2020,0,0,0,0,
Chile,2/6/2020,0,0,0,0,
Chile,2/7/2020,0,0,0,0,
Chile,2/8/2020,0,0,0,0,
Chile,2/9/2020,0,0,0,0,
Chile,2/10/2020,0,0,0,0,
Chile,2/11/2020,0,0,0,0,
Chile,2/12/2020,0,0,0,0,
Chile,2/13/2020,0,0,0,0,
Chile,2/14/2020,0,0,0,0,
Chile,2/15/2020,0,0,0,0,
Chile,2/16/2020,0,0,0,0,
Chile,2/17/2020,0,0,0,0,
Chile,2/18/2020,0,0,0,0,
Chile,2/19/2020,0,0,0,0,
Chile,2/20/2020,0,0,0,0,
Chile,2/21/2020,0,0,0,0,
Chile,2/22/2020,0,0,0,0,
Chile,2/23/2020,0,0,0,0,
Chile,2/24/2020,0,0,0,0,
Chile,2/25/2020,0,0,0,0,
Chile,2/26/2020,0,0,0,0,
Chile,2/27/2020,0,0,0,0,
Chile,2/28/2020,0,0,0,0,
Chile,2/29/2020,0,0,0,0,
Chile,3/1/2020,0,0,0,0,
Chile,3/2/2020,0,0,0,0,
Chile,3/3/2020,1,0,0,1,0
Chile,3/4/2020,1,0,0,1,0
Chile,3/5/2020,4,0,0,4,0
Chile,3/6/2020,4,0,0,4,0
Chile,3/7/2020,4,0,0,4,0
Chile,3/8/2020,8,0,0,8,0
Chile,3/9/2020,8,0,0,8,0
Chile,3/10/2020,13,0,0,13,0
Chile,3/11/2020,23,0,0,23,0
Chile,3/12/2020,23,0,0,23,0
China,1/22/2020,547,17,28,502,0.031078611
China,1/23/2020,639,18,30,591,0.028169014
China,1/24/2020,916,26,36,854,0.028384279
China,1/25/2020,1399,42,39,1318,0.030021444
China,1/26/2020,2062,56,49,1957,0.027158099
China,1/27/2020,2863,82,58,2723,0.028641285
China,1/28/2020,5494,131,101,5262,0.023844194
China,1/29/2020,6070,133,120,5817,0.021911038
China,1/30/2020,8123,171,135,7817,0.021051336
China,1/31/2020,9782,213,214,9355,0.021774688
China,2/1/2020,11870,259,275,11336,0.021819714
China,2/2/2020,16606,361,463,15782,0.02173913
China,2/3/2020,19692,425,614,18653,0.021582368
China,2/4/2020,23679,490,843,22346,0.020693441
China,2/5/2020,27408,562,1115,25731,0.020504962
China,2/6/2020,30552,632,1476,28444,0.020686043
China,2/7/2020,34074,717,1998,31359,0.021042437
China,2/8/2020,36777,804,2595,33378,0.02186149
China,2/9/2020,39789,904,3218,35667,0.022719847
China,2/10/2020,42305,1011,3917,37377,0.023897884
China,2/11/2020,44326,1111,4635,38580,0.025064296
China,2/12/2020,44698,1116,5078,38504,0.02496756
China,2/13/2020,59831,1368,6212,52251,0.022864401
China,2/14/2020,66291,1520,7972,56799,0.022929206
China,2/15/2020,68346,1662,9293,57391,0.024317444
China,2/16/2020,70445,1765,10747,57933,0.025055007
