UID,Admin2,Province_State,Cases
84055099,Price,Wisconsin,3113
84055101,Racine,Wisconsin,54900
84055103,Richland,Wisconsin,3682
84055105,Rock,Wisconsin,40932
84055107,Rusk,Wisconsin,3328
84055111,Sauk,Wisconsin,15334
84055113,Sawyer,Wisconsin,4408
84055115,Shawano,Wisconsin,11382
84055117,Sheboygan,Wisconsin,31389
84055109,St. Croix,Wisconsin,23502
84055119,Taylor,Wisconsin,4706
84055121,Trempealeau,Wisconsin,8079
84090055,Unassigned,Wisconsin,0
84055123,Vernon,Wisconsin,5621
84055125,Vilas,Wisconsin,5027
84055127,Walworth,Wisconsin,25926
84055129,Washburn,Wisconsin,3809
84055131,Washington,Wisconsin,37117
84055133,Waukesha,Wisconsin,108877
84055135,Waupaca,Wisconsin,13216
84055137,Waushara,Wisconsin,6180
84055139,Winnebago,Wisconsin,49846
84055141,Wood,Wisconsin,20008
84056001,Albany,Wyoming,9561
84056003,Big Horn,Wyoming,2481
84056005,Campbell,Wyoming,11616
84056007,Carbon,Wyoming,4390
84056009,Converse,Wyoming,3034
84056011,Crook,Wyoming,1288
84056013,Fremont,Wyoming,12997
84056015,Goshen,Wyoming,3432
84056017,Hot Springs,Wyoming,1080
84056019,Johnson,Wyoming,1815
84056021,Laramie,Wyoming,24944
84056023,Lincoln,Wyoming,3817
84056025,Natrona,Wyoming,21501
84056027,Niobrara,Wyoming,623
84080056,Out of WY,Wyoming,0
84056029,Park,Wyoming,6526
84056031,Platte,Wyoming,1830
84056033,Sheridan,Wyoming,7799
84056035,Sublette,Wyoming,1870
84056037,Sweetwater,Wyoming,10571
84056039,Teton,Wyoming,9441
84056041,Uinta,Wyoming,5497
84090056,Unassigned,Wyoming,0
84056043,Washakie,Wyoming,2233
84056045,Weston,Wyoming,1496
